biosample_id,aminoglycoside,beta-lactam,colistin,fosfomycin,fusidic_acid,glycopeptide,macrolide,nitroimidazole,oxazolidinone,phenicol,quinolone,rifampicin,sulfonamide,tetracycline,trimethoprim
54456473,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54751625,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1
54269304,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
48739815,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54555129,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54768160,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
53669773,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
54449681,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
54590656,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54353746,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
49025321,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40889923,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
48146711,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
54751629,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
46183450,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54456502,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54118642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54799532,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54799432,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
54802053,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
54751580,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54751637,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
37705094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54353758,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54616200,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54803419,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54590644,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54353725,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
40889897,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54800482,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54459763,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54616824,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54804151,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
54766008,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
40889889,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
54767688,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
54595862,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54738210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54570325,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40889885,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54449656,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
54802196,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54616836,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54804143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54586966,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54443336,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54589711,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54738202,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54802188,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0
54448257,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
54449660,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
54799615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54456492,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
54118465,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
54572382,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54459747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54712255,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
54572056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54249892,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1
54738249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54803489,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54449703,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
54768355,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
54459759,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54449672,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
54448245,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54497632,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54459755,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54768359,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
54456480,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
54459736,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54448191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54766043,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54799619,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
54417092,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
54570313,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54443334,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
40889899,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54448200,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54738200,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
40889887,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
54802194,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54616834,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
54572101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54449658,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
54802198,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54616838,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54768980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54570327,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54800480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54765709,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54443338,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
40889895,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54448271,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54459761,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54443345,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
54560990,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
37705114,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54417090,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54459749,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54449670,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1
54766022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54803061,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54459757,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54497630,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54804077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54592067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53301940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54417082,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54449701,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54448236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54768357,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54459738,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54449662,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
54467167,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54459745,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54712257,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54592840,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54765101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54802624,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
54803313,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54765992,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
48146729,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1
54764843,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
48146654,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
54702854,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
54800473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54764748,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54353760,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54529261,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
54769251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48146737,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1
40889905,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54586885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54587110,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54764851,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
54763172,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
40889909,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54169957,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54496167,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
48146646,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
54590613,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54529273,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54570071,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
40889917,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54802628,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54802179,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
54768158,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1
48146658,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
54616202,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54802051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54763144,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
54751635,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
54592340,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54456463,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
37705096,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54590646,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54353727,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54449691,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
54751648,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1
54555139,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
40889921,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54801947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54353744,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54590625,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
46183452,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54799530,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
54590658,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54767839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54529249,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54444701,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54590629,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
54799541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54590654,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54768162,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53669771,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
54449683,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
54751639,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
40889933,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1
54353756,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54751644,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54555135,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54799522,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54417086,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54799918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54616818,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
54449705,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
53301939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54249894,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1
54449678,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
37705102,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54459741,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54592844,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54417098,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54570319,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
54449666,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54766034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54570315,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54417094,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54766045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37705110,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54459753,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54456486,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54497634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54449674,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
54803649,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54570323,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54754399,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54799754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54765713,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54443341,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54616822,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54804149,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
54766010,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
54767690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40889891,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54804138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40889883,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54766102,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54799758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54767782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54450609,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
54353731,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54755860,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
54590650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48008032,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
40889929,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54751640,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
54803413,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54555131,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54799526,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
46183444,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
37960601,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54763875,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54577667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54570915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54353752,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54590642,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46183448,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
53669767,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
53668250,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1
54802055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48146709,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
54751631,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
37705092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54555140,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54799534,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
54804080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40889925,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54590621,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54494234,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54353715,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54764855,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1
54529269,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
54590617,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54802939,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
40889913,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54766574,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54763068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54572099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53669743,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
54623318,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
53646197,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
54495904,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54802620,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
54763064,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
54764847,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54502733,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1
54692032,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
54529265,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54801967,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54803309,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54765988,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
47177160,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54764859,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
40889901,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
46183454,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54456506,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54799536,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54763818,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
54590623,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54768851,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40889927,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54768727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54799528,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54766523,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54618839,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
53669765,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54802057,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54751633,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
54456465,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
37705090,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54566986,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54763877,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
53669769,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
54555133,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
46183446,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54529251,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54353750,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
48146707,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
54766360,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
54596202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54768164,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54449685,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
54767842,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54590652,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54755862,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
54684089,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
54707441,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
54269300,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
54803376,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54766519,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54586883,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54461063,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
40889903,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1
54527485,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54590607,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0
54529267,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54800475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54587108,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54764938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54767761,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
54764838,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
54616197,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54802937,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
54497544,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54590619,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54765994,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1
54802002,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54755858,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
54800479,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
48146723,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
40889911,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54494255,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
54765998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53669587,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54590615,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54353717,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
48146740,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
54526887,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54570069,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54552013,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54768979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54764857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54802061,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54765986,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
54417088,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54459751,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54616816,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54456484,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48146697,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1
54448241,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54570317,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
54417096,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
37705112,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
54449668,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
54592837,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
54738199,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54456496,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54448199,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
54459743,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54799979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54449664,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
54448230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54417084,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
37705100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54496696,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54804071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54768528,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
54766000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54803289,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54767780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
